,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,tenure,MonthlyCharges,TotalCharges,Age,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
,63,107.5,6873.75,50,1.93,21,0,60,121.59,7055.34,3
,1,45.85,45.85,58,44.75,12,0,0,44.75,90.6,2
,53,106.1,5769.75,44,30.09,11,0,0,1594.77,7364.52,3
,1,91.7,91.7,20,17.23,52,0,0,17.23,108.93,3
,16,95.6,1555.65,39,18.99,30,0,0,303.84,1859.49,1
,1,74.95,74.95,59,30.07,26,0,0,30.07,105.02,1
,10,95.35,898.35,71,41.37,14,0,0,413.7,1312.05,1
,3,45,127.1,76,30.14,6,0,10,90.42,227.52,3
,66,99.5,6710.5,62,25.82,26,0,0,1704.12,8414.62,2
,17,98.6,1704.95,38,5.4,8,0,0,91.8,1796.75,2
,7,59.5,415.95,54,2.24,22,0,0,15.68,431.63,3
,12,80.45,950.2,77,6.97,19,0,0,83.64,1033.84,2
,42,77.95,3384,53,34.02,18,0,0,1428.84,4812.84,1
,2,74.7,165.4,74,6.51,11,0,0,13.02,178.42,2
,1,88.8,88.8,77,49.6,20,0,10,49.6,148.4,1
,30,90.25,2755.35,33,30.06,19,0,0,901.8,3657.15,2
,15,64.65,994.55,51,47.57,26,0,0,713.55,1708.1,1
,13,89.05,1169.35,76,1.47,5,0,0,19.11,1188.46,1
,67,87.4,5918.8,34,28.4,10,0,0,1902.8,7821.6,2
,23,94.75,2293.6,77,31.17,23,0,0,716.91,3010.51,2
,35,86.45,3029.1,32,19.07,17,0,0,667.45,3696.55,1
,56,98.25,5508.35,21,19.16,48,0,150,1072.96,6731.31,1
,9,75.75,655.9,46,31.75,25,0,0,285.75,941.65,3
,17,85.35,1463.45,80,36.82,6,0,0,625.94,2089.39,1
,48,106.1,5082.8,55,24.73,4,0,0,1187.04,6269.84,1
,17,45.05,770.6,68,40.93,2,0,0,695.81,1466.41,1
,34,109.8,3587.25,23,7.99,76,0,0,271.66,3858.91,1
,42,84.65,3541.35,79,9.53,17,0,0,400.26,3941.61,2
,11,79.5,868.5,61,13.33,19,0,50,146.63,1065.13,1
,1,85.8,85.8,30,34.47,59,0,0,34.47,120.27,3
,1,79.1,79.1,65,42.3,16,0,0,42.3,121.4,3
,3,44.3,134.5,19,44.46,51,0,0,133.38,267.88,2
,50,105.95,5341.8,37,20.88,13,0,0,1044,6385.8,1
,5,69.75,324.6,32,31.14,5,0,0,155.7,480.3,1
,51,94.65,4812.75,44,21.08,9,0,0,1075.08,5887.83,1
,46,96.05,4399.5,57,6.18,8,0,80,284.28,4763.78,2
,1,50.15,50.15,68,39.78,12,0,0,39.78,89.93,2
,41,113.6,4594.95,41,5.01,10,0,0,205.41,4800.36,1
,29,78.9,2384.15,37,44.33,7,0,0,1285.57,3669.72,2
,26,60.05,1616.15,35,22.33,13,0,0,580.58,2196.73,2
,1,34.7,34.7,31,0,8,0,0,0,34.7,3
,3,85.3,264.8,46,14.28,21,0,0,42.84,307.64,1
,66,102.45,6615.15,41,48.77,12,0,130,3218.82,9963.97,1
,21,104.4,2200.25,22,38.52,59,0,0,808.92,3009.17,1
,1,99.75,99.75,59,40.71,25,0,0,40.71,140.46,1
,4,74.4,299.7,39,28.89,3,0,0,115.56,415.26,2
,9,74.25,639.65,23,13.86,76,0,0,124.74,764.39,1
,1,59.85,59.85,50,22.05,28,0,0,22.05,81.9,2
,1,69.6,69.6,72,34.51,15,0,0,34.51,104.11,1
,9,45.4,418.8,54,0,20,0,20,0,438.8,1
,1,19.5,19.5,54,32.45,0,0,0,32.45,51.95,2
,1,69.9,69.9,56,45.5,12,0,0,45.5,115.4,2
,2,87.15,183.75,50,6.2,6,0,0,12.4,196.15,2
,3,84.75,264.85,47,38.09,30,0,0,114.27,379.12,1
,14,89.95,1178.4,40,28.65,27,0,0,401.1,1579.5,2
,41,113.2,4689.5,66,27.95,23,0,0,1145.95,5835.45,1
,13,90.5,1201.15,68,26.11,4,29.84,140,339.43,1650.74,1
,2,79,143.65,33,48.66,21,0,0,97.32,240.97,3
,18,20.15,390.85,39,8.95,0,0,0,161.1,551.95,3
,1,71.65,71.65,60,17.54,16,0,0,17.54,89.19,1
,4,20.35,77.5,35,37.66,0,0,0,150.64,228.14,3
,38,84.25,3264.5,26,17.66,41,0,0,671.08,3935.58,2
,12,78.1,947.3,32,42.55,18,0,0,510.6,1457.9,3
,19,89.65,1761.05,20,21.71,47,0,80,412.49,2253.54,3
,10,98.7,973.25,35,37.36,28,0,0,373.6,1346.85,1
,1,76.35,76.35,63,7.26,9,0,0,7.26,83.61,2
,23,79.15,1676.95,51,33.44,11,0,0,769.12,2446.07,1
,32,85,2642.05,69,5.99,23,49.57,0,191.68,2784.16,1
,32,85.3,2661.1,76,49.6,10,0,0,1587.2,4248.3,1
,31,86.55,2697.4,44,33.38,27,0,0,1034.78,3732.18,3
,19,73.85,1424.5,47,1.79,14,0,130,34.01,1588.51,3
,57,44.85,2572.95,70,0,3,12.07,0,0,2560.88,2
,1,45.1,45.1,71,15.28,14,0,0,15.28,60.38,2
,24,96,2122.45,44,24.76,2,0,0,594.24,2716.69,1
,1,20.05,20.05,57,12,0,0,0,12,32.05,2
,65,108.65,6937.95,53,41.88,7,0,0,2722.2,9660.15,1
,10,45.55,402.6,28,34.44,69,0,0,344.4,747,1
,2,35.1,68.75,36,0,12,0,10,0,78.75,2
,1,46.2,46.2,47,48.58,21,0,0,48.58,94.78,2
,1,45.15,45.15,29,30.92,69,0,0,30.92,76.07,3
,1,43.3,43.3,75,0,26,0,0,0,43.3,3
,38,57.15,2250.65,67,26.1,27,0,0,991.8,3242.45,1
,19,73.2,1441.1,31,25.75,22,0,0,489.25,1930.35,2
,52,85.35,4338.6,46,48.13,12,0,90,2502.76,6931.36,3
,1,45.95,45.95,23,5.12,30,0,0,5.12,51.07,2
,3,83.75,247.25,55,46.36,4,0,0,139.08,386.33,2
,1,70.05,70.05,38,27.89,20,0,0,27.89,97.94,2
,2,86,165.45,61,43.47,30,0,0,86.94,252.39,2
,35,100.5,3653.35,65,15.98,22,0,0,559.3,4212.65,1
,16,72.65,1194.3,35,46.99,17,0,0,751.84,1946.14,1
,1,21,21,30,16.66,0,0,0,16.66,37.66,2
,1,45.1,45.1,80,15.24,14,0,0,15.24,60.34,1
,30,50.4,1527.5,71,4.65,29,0,0,139.5,1667,3
,5,78.95,378.4,70,12.27,20,0,0,61.35,439.75,3
,56,94.45,5124.6,21,25.41,51,0,0,1422.96,6547.56,3
,44,84.8,3862.55,54,40.17,6,0,0,1767.48,5630.03,2
,1,50.9,50.9,50,6.95,11,0,0,6.95,57.85,1
,49,99.8,4872.45,27,46.94,73,0,130,2300.06,7302.51,1
,47,107.35,5118.95,43,37.74,7,0,0,1773.78,6892.73,2
,31,19.55,658.95,45,30.07,0,0,0,932.17,1591.12,3
,3,79.1,246.5,60,32.43,2,0,0,97.29,343.79,1
,8,25.5,215.2,40,0,16,0,0,0,215.2,2
,2,80.75,159.45,41,5.11,6,0,0,10.22,169.67,3
,65,91.85,5940.85,29,36.75,73,0,0,2388.75,8329.6,3
,1,75.35,75.35,41,32.82,21,0,10,32.82,118.17,3
,1,75.45,75.45,55,11.58,15,0,0,11.58,87.03,3
,24,49.55,1210.4,35,14.39,28,0,0,345.36,1555.76,1
,69,78.6,5356.45,51,29.38,9,0,0,2027.22,7383.67,1
,7,81.1,576.65,35,11.58,27,0,0,81.06,657.71,2
,11,74.95,825.7,39,21.58,30,0,0,237.38,1063.08,1
,1,93.55,93.55,73,30.17,6,0,0,30.17,123.72,1
,58,102.1,5885.4,33,3.51,28,0,100,203.58,6188.98,2
,14,90.9,1259,64,13.64,9,0,0,190.96,1449.96,2
,12,29.2,309.1,46,0,27,0,0,0,309.1,1
,25,89.15,2257.75,36,24.64,5,0,0,616,2873.75,2
,58,108.85,6287.25,78,49.38,19,0,0,2864.04,9151.29,1
,16,84.75,1350.15,76,17.51,7,0,0,280.16,1630.31,2
,1,45.7,45.7,37,12.8,5,0,0,12.8,58.5,1
,1,69.95,69.95,73,22.5,27,0,10,22.5,102.45,2
,2,44.6,97.1,23,0,51,0,0,0,97.1,3
,23,74.95,1710.45,48,28.8,13,0,0,662.4,2372.85,3
,57,95.25,5464.65,39,17.55,15,0,0,1000.35,6465,1
,24,89.85,2165.05,23,27.97,58,0,0,671.28,2836.33,3
,49,100.45,4941.8,35,26.37,19,0,0,1292.13,6233.93,3
,5,47.15,223.15,25,22.01,85,0,0,110.05,333.2,2
,2,80.2,181.1,58,26.47,10,0,10,52.94,244.04,1
,4,87.1,341.45,33,32.46,3,0,0,129.84,471.29,2
,5,75.9,357.75,30,46.88,59,0,0,234.4,592.15,2
,47,98.75,4533.7,29,2.87,51,0,0,134.89,4668.59,1
,10,86.45,830.85,57,17.65,20,0,0,176.5,1007.35,2
,1,45.3,45.3,28,39.94,59,0,0,39.94,85.24,1
,67,104.1,7040.85,61,8.18,3,0,0,548.06,7588.91,2
,5,81,371.65,68,47.28,11,40.64,10,236.4,577.41,1
,67,90.6,6056.15,31,30.75,5,0,0,2060.25,8116.4,1
,15,88.15,1390.6,21,12.27,76,0,0,184.05,1574.65,1
,1,20.2,20.2,55,13.27,0,0,0,13.27,33.47,1
,26,90.8,2361.8,47,15.37,11,0,0,399.62,2761.42,1
,22,79.35,1730.35,48,19.19,17,0,0,422.18,2152.53,1
,21,96.8,2030.3,79,42.27,7,10.2,0,887.67,2907.77,1
,47,83.35,4065,26,17.54,59,0,140,824.38,5029.38,1
,2,49.4,106.55,27,24.83,52,0,0,49.66,156.21,1
,22,79.2,1742.75,27,13.11,51,0,0,288.42,2031.17,1
,7,48.7,340.25,61,5.13,4,0,0,35.91,376.16,2
,1,95.6,95.6,29,6.67,27,0,0,6.67,102.27,2
,49,59.75,2934.3,40,35.87,30,0,0,1757.63,4691.93,1
,43,108.15,4600.7,67,31.83,10,0,0,1368.69,5969.39,1
,1,71.35,71.35,43,40.4,13,0,0,40.4,111.75,3
,1,20.15,20.15,42,21.59,0,0,0,21.59,41.74,3
,1,69.75,69.75,35,27.97,18,0,0,27.97,97.72,2
,32,93.2,2931,69,33.74,6,17.88,0,1079.68,3992.8,3
,17,80.85,1400.85,41,16.61,3,0,0,282.37,1683.22,1
,4,33.65,137.85,47,0,4,0,0,0,137.85,2
,1,79.95,79.95,56,3.13,5,0,0,3.13,83.08,3
,1,19.3,19.3,58,25.62,0,0,0,25.62,44.92,2
,37,99.2,3754.6,55,30.16,4,0,0,1115.92,4870.52,1
,8,85.2,627.4,32,26.41,16,0,0,211.28,838.68,1
,3,75.25,242,40,17.87,25,0,0,53.61,295.61,3
,1,54.35,54.35,30,25.39,52,0,0,25.39,79.74,3
,5,24.95,100.4,37,0,7,0,0,0,100.4,1
,40,42.35,1716.45,39,0,21,0,0,0,1716.45,1
,1,75.3,75.3,38,39.44,18,0,0,39.44,114.74,3
,51,94.8,4837.6,22,44.77,58,0,0,2283.27,7120.87,3
,1,70.55,70.55,72,18.2,13,0,0,18.2,88.75,3
,33,86.15,2745.7,63,14.34,28,0,0,473.22,3218.92,2
,30,85,2624.25,25,4.82,41,0,0,144.6,2768.85,2
,2,80.55,184.1,29,33.89,41,0,0,67.78,251.88,3
,2,75.8,160.75,37,24.31,16,0,0,48.62,209.37,1
,29,98.5,3004.15,75,25.78,28,37.55,40,747.62,3754.22,3
,13,95.25,1233.65,67,31.7,6,48.09,0,412.1,1597.66,1
,7,74.4,527.9,72,8.92,17,32.46,0,62.44,557.88,3
,30,85.15,2555.9,45,9.34,8,0,0,280.2,2836.1,2
,2,88.55,179.25,68,21.57,28,0,0,43.14,222.39,1
,24,54.75,1338.15,63,17.27,18,0,0,414.48,1752.63,1
,1,91.3,91.3,68,43.61,2,0,0,43.61,134.91,3
,1,79.5,79.5,60,48.97,23,0,0,48.97,128.47,2
,7,70.1,467.55,75,16.05,22,20.23,0,112.35,559.67,2
,67,111.3,7482.1,58,29.24,21,0,0,1959.08,9441.18,3
,57,95.25,5427.05,74,49.91,21,12.59,0,2844.87,8259.33,2
,7,86.25,587.1,63,44.66,26,0,0,312.62,899.72,2
,1,100.8,100.8,78,17.35,23,0,0,17.35,118.15,1
,14,86.3,1180.95,64,29.3,26,0,10,410.2,1601.15,2
,28,89.95,2625.55,56,30.28,30,0,0,847.84,3473.39,1
,17,76.45,1233.4,66,1.05,8,0,0,17.85,1251.25,1
,10,70,740,41,27.28,27,0,0,272.8,1012.8,1
,34,64.4,2088.75,53,34.41,4,0,0,1169.94,3258.69,2
,1,102.45,102.45,52,25.88,9,0,0,25.88,128.33,1
,3,80.1,217.55,30,40.67,58,0,0,122.01,339.56,3
,2,80.2,146.05,51,49.79,22,0,10,99.58,255.63,2
,6,98.15,567.45,20,20.26,26,0,0,121.56,689.01,1
,12,112.95,1384.75,60,16.45,23,0,0,197.4,1582.15,2
,1,70.9,70.9,43,39.81,23,0,0,39.81,110.71,1
,3,86.85,220.95,73,18.38,20,0,0,55.14,276.09,2
,23,99.85,2331.3,28,37.95,27,0,0,872.85,3204.15,1
,1,74.5,74.5,41,36.44,16,0,0,36.44,110.94,3
,65,109.15,6941.2,60,9.36,4,0,140,608.4,7689.6,2
,16,65.2,1043.35,48,47.45,30,0,0,759.2,1802.55,1
,66,99.5,6822.15,79,28.86,25,0,0,1904.76,8726.91,1
,1,71.55,71.55,42,17.27,10,0,0,17.27,88.82,1
,53,93.9,5029.2,27,31.24,73,0,0,1655.72,6684.92,1
,69,108.4,7318.2,69,48.88,4,0,0,3372.72,10690.92,3
,13,48.75,633.4,42,0,8,0,0,0,633.4,2
,4,85.65,321.65,63,43.32,20,0,10,173.28,504.93,1
,12,106.7,1253.9,44,25.19,12,0,0,302.28,1556.18,2
,1,25.15,25.15,46,0,5,0,0,0,25.15,1
,54,110.35,5893.15,21,2.18,71,0,0,117.72,6010.87,1
,48,103.25,5037.55,24,6.36,47,0,0,305.28,5342.83,1
,2,47.8,92.45,35,13.73,11,0,0,27.46,119.91,1
,29,98.6,2933.2,49,27.75,2,0,0,804.75,3737.95,1
,15,83.05,1258.3,65,44.13,3,0,110,661.95,2030.25,3
,17,70.4,1214.05,35,13.68,11,0,0,232.56,1446.61,1
,56,104.75,5510.65,68,34.58,4,0,0,1936.48,7447.13,3
,21,94.25,1973.75,79,21.15,9,0,0,444.15,2417.9,2
,1,45.95,45.95,49,46.17,19,0,0,46.17,92.12,1
,1,70.15,70.15,80,47.97,8,0,0,47.97,118.12,2
,1,85.55,85.55,45,33.34,4,0,0,33.34,118.89,2
,35,70.3,2416.55,61,10.43,4,0,80,365.05,2861.6,3
,32,106.35,3520.75,77,7.92,3,0,0,253.44,3774.19,2
,33,103.7,3467,22,41.61,73,0,0,1373.13,4840.13,2
,1,88.35,88.35,23,14.26,46,0,0,14.26,102.61,1
,8,94.2,777.3,22,38.83,76,0,0,310.64,1087.94,1
,5,96.25,512.45,62,32.12,10,0,0,160.6,673.05,2
,2,70.7,141.45,28,9.76,27,0,0,19.52,160.97,2
,42,33.55,1445.3,55,0,5,0,50,0,1495.3,2
,40,94.55,3640.45,65,49.5,20,0,0,1980,5620.45,1
,57,112.95,6465,38,48.86,6,0,0,2785.02,9250.02,1
,1,35.9,35.9,54,0,29,0,0,0,35.9,1
,38,99.25,3777.15,30,31.27,85,0,0,1188.26,4965.41,1
,2,24.45,47.5,66,0,6,0,0,0,47.5,3
,8,103.35,847.3,26,19.68,41,0,0,157.44,1004.74,1
,7,84.8,546.95,75,39.51,13,0,0,276.57,823.52,3
,31,99.95,3186.65,74,39.36,4,0,0,1220.16,4406.81,3
,18,90,1527.35,55,13.65,5,0,0,245.7,1773.05,1
,14,104.85,1531.4,80,29.96,7,0,0,419.44,1950.84,1
,28,106.1,2847.4,58,9.62,24,0,0,269.36,3116.76,1
,15,74.2,1133.9,74,23.53,9,43.31,0,352.95,1443.54,1
,5,89.35,461.7,30,10.11,69,0,0,50.55,512.25,3
,1,77.15,77.15,32,27.7,19,0,10,27.7,114.85,3
,1,35.25,35.25,53,0,9,0,0,0,35.25,2
,4,48.55,201,26,0,76,0,0,0,201,2
,53,98.4,5149.5,45,41.74,24,0,0,2212.22,7361.72,2
,59,93.85,5574.75,70,10.78,15,8.13,0,636.02,6202.64,2
,46,100.7,4541.2,76,49.11,17,46.64,0,2259.06,6753.62,1
,14,80.45,1072,44,1.19,23,0,0,16.66,1088.66,1
,31,55.25,1715.65,60,1.53,6,0,10,47.43,1773.08,3
,13,54.45,706.85,28,0,71,0,0,0,706.85,1
,35,75.35,2636.05,53,25.04,21,0,0,876.4,3512.45,3
,2,75.7,189.2,55,42.16,2,0,0,84.32,273.52,1
,1,74.25,74.25,28,21.8,42,0,0,21.8,96.05,1
,25,89.7,2187.55,72,36.36,6,23.33,0,909,3073.22,3
,16,96.4,1581.2,66,32.11,14,47.2,0,513.76,2047.76,3
,1,69.5,69.5,75,41.2,15,0,80,41.2,190.7,2
,36,85.25,3132.75,65,24.54,5,0,0,883.44,4016.19,2
,1,19.4,19.4,52,3.14,0,0,0,3.14,22.54,2
,9,83.3,803.3,46,29.7,17,0,0,267.3,1070.6,2
,8,80.1,679.3,34,36.39,7,0,0,291.12,970.42,1
,45,62.7,2791.5,79,10.67,17,0,0,480.15,3271.65,1
,25,25.3,676.35,62,5.57,0,0,0,139.25,815.6,3
,13,98.15,1230.25,46,3.36,15,0,40,43.68,1313.93,1
,46,93.7,4154.8,48,15.78,3,0,0,725.88,4880.68,1
,25,105.95,2655.25,73,46.34,22,0,0,1158.5,3813.75,2
,18,82,1425.45,36,12.5,5,0,0,225,1650.45,1
,60,95.75,5742.9,59,35.22,16,0,0,2113.2,7856.1,2
,30,94.05,2866.45,33,10.5,22,0,0,315,3181.45,3
,1,54.75,54.75,44,13.01,12,0,0,13.01,67.76,3
,39,95.65,3759.05,79,41.93,23,0,150,1635.27,5544.32,1
,1,94.6,94.6,56,1.17,27,0,0,1.17,95.77,1
,31,98.9,2911.3,70,47.95,21,0,0,1486.45,4397.75,2
,3,76.05,231.8,71,30.25,28,0,0,90.75,322.55,1
,1,69.75,69.75,69,33.84,5,0,0,33.84,103.59,1
,7,34.5,279.25,61,0,30,0,0,0,279.25,1
,61,105.55,6281.45,44,45.7,24,0,0,2787.7,9069.15,1
,39,30.1,1131.3,56,0,24,0,150,0,1281.3,3
,10,70.3,738.2,36,31.72,23,0,0,317.2,1055.4,3
,1,80.2,80.2,25,1.23,69,0,0,1.23,81.43,3
,67,94.35,6341.45,41,30.94,11,0,0,2072.98,8414.43,1
,6,44.6,260.8,61,49.2,21,0,0,295.2,556,2
,1,19.6,19.6,24,5.36,0,0,0,5.36,24.96,2
,33,110.45,3655.45,70,17.24,25,0,70,568.92,4294.37,1
,2,70.7,140.7,21,36.06,85,0,0,72.12,212.82,1
,7,99.25,665.45,71,42.92,2,0,0,300.44,965.89,2
,1,84.8,84.8,21,37.83,51,0,0,37.83,122.63,3
,52,105,5426.85,21,49.29,51,0,0,2563.08,7989.93,2
,22,54.45,1127.35,62,7.28,7,0,0,160.16,1287.51,1
,47,85.3,4045.65,40,44.26,23,0,0,2080.22,6125.87,2
,33,83.35,2757.85,51,20.29,30,0,40,669.57,3467.42,2
,18,33.5,600,59,0,26,0,0,0,600,2
,24,90.35,2238.5,64,32.49,23,0,0,779.76,3018.26,1
,1,90.75,90.75,26,23.06,52,0,0,23.06,113.81,3
,4,89.6,365.65,64,36.76,20,0,0,147.04,512.69,1
,2,49.25,90.35,21,0,51,0,0,0,90.35,3
,1,19.75,19.75,43,11.91,0,0,0,11.91,31.66,3
,19,95.15,1789.25,64,32.87,17,0,120,624.53,2533.78,3
,22,101.35,2317.1,44,10.33,19,0,0,227.26,2544.36,1
,4,70.05,266.9,46,12.58,19,0,0,50.32,317.22,1
,4,74.65,301.4,24,48.64,30,0,0,194.56,495.96,1
,4,50.4,206.6,60,30.44,10,0,0,121.76,328.36,1
,7,79.65,604.7,61,40.32,18,0,0,282.24,886.94,1
,19,79.85,1471.75,67,16.78,15,0,0,318.82,1790.57,3
,5,78.75,412.1,55,1.16,7,0,10,5.8,427.9,2
,8,80.45,583.45,67,26.99,2,0,0,215.92,799.37,1
,1,50.1,50.1,47,46.49,14,0,0,46.49,96.59,2
,2,76.4,151.8,19,20.5,51,0,0,41,192.8,1
,3,98.7,293.65,28,32.76,73,0,0,98.28,391.93,3
,13,100.8,1308.1,69,7.22,28,0,0,93.86,1401.96,1
,28,90.1,2598.95,37,18.31,13,0,0,512.68,3111.63,3
,15,51.55,765.5,47,3.15,26,0,20,47.25,832.75,2
,10,79.25,793.55,75,7.51,18,0,0,75.1,868.65,1
,5,94.85,462.8,44,40.15,19,0,0,200.75,663.55,3
,2,85.7,169.8,39,14.07,6,0,0,28.14,197.94,2
,1,44.4,44.4,58,26.53,30,0,0,26.53,70.93,2
,5,89.5,477.7,67,45.72,6,0,0,228.6,706.3,2
,1,86.05,86.05,66,38.78,23,0,0,38.78,124.83,1
,4,44.55,174.3,44,0,20,0,10,0,184.3,2
,31,35.4,1077.5,41,0,23,0,0,0,1077.5,1
,1,95.65,95.65,45,32.33,9,0,0,32.33,127.98,2
,1,20.95,20.95,19,40.48,0,0,0,40.48,61.43,1
,10,34.7,329.8,67,0,4,0,0,0,329.8,1
,15,19.75,297.3,54,39.84,0,0,0,597.6,894.9,2
,17,92.55,1515.1,42,17.71,13,0,0,301.07,1816.17,3
,53,60.05,3229.65,71,21.67,6,0,100,1148.51,4478.16,1
,16,74.3,1178.25,74,26.12,8,0,0,417.92,1596.17,1
,9,85.35,758.6,28,49.14,58,0,0,442.26,1200.86,2
,25,74.3,1863.8,48,1.37,21,0,0,34.25,1898.05,1
,4,98.1,396.3,34,5.63,18,0,0,22.52,418.82,1
,50,109.65,5551.15,63,27.7,28,0,0,1385,6936.15,1
,9,74.55,622.9,70,17.56,27,33.25,0,158.04,747.69,1
,3,100.95,329.95,32,11.94,30,0,10,35.82,375.77,1
,10,94.9,1048.85,25,40.22,41,0,0,402.2,1451.05,1
,32,104.9,3351.55,76,43.51,22,33.73,0,1392.32,4710.14,1
,9,24.1,259.8,53,0,15,0,0,0,259.8,2
,66,104.05,6890,23,20.07,85,0,0,1324.62,8214.62,2
,3,88.35,262.05,33,49.4,10,0,0,148.2,410.25,2
,29,94.65,2649.15,43,40.49,15,0,0,1174.21,3823.36,1
,1,74.4,74.4,67,17.36,29,0,30,17.36,121.76,3
,41,79.9,3326.2,42,45.26,56,0,0,1855.66,5181.86,1
,8,69.7,560.85,80,14.89,20,0,0,119.12,679.97,1
,12,98.1,1060.2,67,30.63,27,49.06,0,367.56,1378.7,3
,1,20.5,20.5,24,26.12,0,0,0,26.12,46.62,2
,4,99.6,347.65,68,18.91,20,25.79,0,75.64,397.5,1
,1,81.95,81.95,44,44.94,16,0,0,44.94,126.89,1
,7,69.35,451.1,39,14.75,28,0,10,103.25,564.35,1
,6,91.1,455.3,53,11.81,24,0,0,70.86,526.16,2
,14,86.1,1235.55,20,7.26,42,0,0,101.64,1337.19,1
,25,94.7,2362.1,41,34.88,8,0,0,872,3234.1,1
,22,85.1,1873.7,40,16.2,17,0,0,356.4,2230.1,1
,61,99.15,6010.05,63,49.33,7,0,0,3009.13,9019.18,3
,70,102.95,7101.5,69,17.45,20,15.24,0,1221.5,8307.76,1
,1,45.05,45.05,31,13.84,26,0,70,13.84,128.89,3
,1,71,71,80,28.64,5,0,0,28.64,99.64,3
,47,70.55,3309.25,73,26.95,26,26.99,0,1266.65,4548.91,3
,1,79.7,79.7,39,33.88,26,0,0,33.88,113.58,3
,22,59,1254.7,46,49.43,17,0,0,1087.46,2342.16,3
,48,60.35,2896.4,51,33.91,13,0,0,1627.68,4524.08,1
,1,69.25,69.25,73,37.3,8,0,0,37.3,106.55,1
,25,70.95,1767.35,52,24.91,18,0,20,622.75,2410.1,1
,20,89,1820.45,35,18.05,5,0,0,361,2181.45,2
,18,99.4,1742.95,51,11.3,16,0,0,203.4,1946.35,1
,1,73.5,73.5,50,3.84,2,0,0,3.84,77.34,2
,9,95.5,829.1,45,19.22,10,0,0,172.98,1002.08,2
,28,92.35,2602.9,47,37.66,20,0,0,1054.48,3657.38,1
,11,74.55,824.75,20,5.4,41,0,0,59.4,884.15,2
,12,83.8,1029.75,65,28.63,7,44.58,80,343.56,1408.73,1
,53,54.45,2854.55,73,0,25,20.16,0,0,2834.39,2
,41,99.8,4259.3,78,22.56,15,8.88,0,924.96,5175.38,1
,20,105.85,2239.65,57,28.79,16,0,0,575.8,2815.45,2
,7,75.45,480.75,35,18.1,15,0,0,126.7,607.45,1
,7,93.85,635.6,60,15.51,23,0,0,108.57,744.17,1
,22,100.75,2095,51,35.93,17,0,0,790.46,2885.46,2
,3,31,95.05,43,0,19,0,20,0,115.05,3
,51,80,4242.35,38,5.62,16,0,0,286.62,4528.97,3
,5,70.25,331.9,68,2.27,17,12.48,0,11.35,330.77,2
,62,100.15,6283.3,32,48.58,13,0,0,3011.96,9295.26,1
,28,94.5,2659.4,52,35.52,26,0,0,994.56,3653.96,1
,10,33.9,298.45,42,0,30,0,0,0,298.45,1
,69,89.95,6143.15,65,16.34,4,6.79,110,1127.46,7373.82,1
,12,84.45,1059.55,41,12.36,23,0,0,148.32,1207.87,2
,27,79.5,2180.55,35,24.72,29,0,0,667.44,2847.99,1
,1,89.15,89.15,44,32.35,18,0,0,32.35,121.5,1
,14,74.95,1036.75,67,16.32,11,39.29,0,228.48,1225.94,3
,32,74.4,2276.95,70,33.22,9,44.31,0,1063.04,3295.68,1
,3,55.3,196.15,45,25.96,7,0,0,77.88,274.03,1
,22,55.15,1206.05,32,5.26,19,0,30,115.72,1351.77,2
,16,84.95,1378.25,34,6.82,7,0,0,109.12,1487.37,3
,5,43.25,219,30,0,59,0,0,0,219,2
,23,48.35,1067.15,60,5.8,12,0,0,133.4,1200.55,2
,1,79.55,79.55,59,4.04,6,0,0,4.04,83.59,2
,50,71.05,3444.85,69,4.6,24,0,0,230,3674.85,3
,1,84.5,84.5,31,6.89,12,0,0,6.89,91.39,2
,71,108.6,7690.9,57,5.76,11,0,20,408.96,8119.86,1
,46,30.3,1380.1,57,0,26,0,0,0,1380.1,2
,2,30.4,78.65,73,0,13,0,0,0,78.65,1
,1,45.4,45.4,32,38.31,26,0,0,38.31,83.71,2
,32,84.15,2585.95,53,37.48,13,0,0,1199.36,3785.31,2
,3,19.75,58.85,41,24.63,0,0,0,73.89,132.74,3
,5,85.4,425.9,62,43.51,17,0,0,217.55,643.45,2
,49,75.2,3678.3,62,19.08,24,0,20,934.92,4633.22,2
,17,55.85,937.5,50,24.31,21,0,0,413.27,1350.77,2
,23,106.4,2483.5,74,17.62,29,0,0,405.26,2888.76,1
,6,84.4,556.35,53,21.97,9,0,0,131.82,688.17,3
,6,56.25,389.1,44,17.18,22,0,0,103.08,492.18,1
,2,85.55,187.45,78,5.49,25,0,0,10.98,198.43,3
,4,68.65,261.25,51,10.64,23,0,0,42.56,303.81,3
,4,77.85,299.2,48,42.8,28,0,10,171.2,480.4,2
,3,105.35,323.25,50,13.83,14,0,0,41.49,364.74,3
,8,87.05,762.1,48,45.59,8,0,0,364.72,1126.82,1
,1,53.5,53.5,22,14.58,73,0,0,14.58,68.08,1
,1,25.1,25.1,35,0,28,0,0,0,25.1,1
,30,79.65,2365.15,77,6.23,4,0,0,186.9,2552.05,3
