gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLTV,City,Zip Code,Lat Long,Latitude,Longitude,Age,Under 30,Married,Referred a Friend,Number of Referrals,Offer,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Yes,4157,Valley Center,92082,"33.25283, -116.986079",33.25283,-116.986079,47,No,No,No,0,Offer E,10.53,8,Yes,No,Yes,0,0,21.06,189.26,3
Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes,4939,San Diego,92103,"32.747484, -117.166877",32.747484,-117.166877,26,Yes,Yes,Yes,5,Offer E,28.77,19,Yes,No,Yes,0,0,115.08,486.98,3
Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes,4778,San Diego,92104,"32.741499, -117.127409",32.741499,-117.127409,77,No,No,No,0,None,0,8,No,No,Yes,0,0,0,840.1,1
Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846,Yes,3598,San Diego,92105,"32.741859, -117.090353",32.741859,-117.090353,40,No,No,No,0,None,27.1,11,Yes,No,Yes,0,0,271,1117,3
Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes,2927,San Diego,92108,"32.774046, -117.142454",32.774046,-117.142454,71,No,Yes,No,0,None,0,13,No,No,No,0,140,0,945.1,1
Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,5383,San Diego,92116,"32.765299, -117.122565",32.765299,-117.122565,54,No,No,No,0,Offer E,20.86,8,Yes,No,Yes,0,0,104.3,596.85,3
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,3878,San Diego,92122,"32.85723, -117.209774",32.85723,-117.209774,22,Yes,No,No,0,Offer E,40.43,27,Yes,No,Yes,0,0,80.86,262.36,1
Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Yes,3642,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917,48,No,Yes,Yes,1,Offer C,8.91,10,Yes,Yes,Yes,0,0,222.75,2789.25,3
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,Yes,2431,San Diego,92154,"32.578103, -117.012975",32.578103,-117.012975,26,Yes,No,No,0,Offer E,14.78,59,Yes,No,Yes,0,0,14.78,65.43,1
Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes,3424,Indio,92201,"33.713891, -116.237257",33.713891,-116.237257,64,No,No,No,0,Offer E,8.56,24,Yes,No,Yes,0,0,8.56,99.41,3
Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,Yes,5888,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.291089,79,No,Yes,Yes,1,None,29.54,0,No,No,No,0,0,324.94,539.69,1
Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes,5502,Palm Desert,92211,"33.762759, -116.324817",33.762759,-116.324817,66,No,Yes,Yes,2,Offer B,42.82,27,No,No,No,0,90,2355.1,7319.8,1
Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Yes,5795,Desert Hot Springs,92240,"33.948558, -116.516976",33.948558,-116.516976,63,No,No,No,0,Offer C,1.55,14,No,No,Yes,0,0,52.7,2577.15,3
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,Yes,4020,Holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,30,No,Yes,Yes,2,Offer A,48.8,26,Yes,No,Yes,0,0,3367.2,10374.8,3
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,Yes,3351,Niland,92257,"33.345825, -115.596574",33.345825,-115.596574,59,No,No,No,0,Offer E,36.63,0,No,No,No,0,0,36.63,56.53,3
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,3448,North Palm Springs,92258,"33.906496, -116.569499",33.906496,-116.569499,52,No,No,No,0,Offer E,14.17,0,No,No,No,0,0,14.17,33.77,1
Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,Yes,2818,Ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,77,No,No,No,0,Offer E,9.22,14,No,No,Yes,0,0,27.66,261.36,1
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,Yes,3804,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,23,Yes,Yes,Yes,4,None,4.01,53,Yes,No,Yes,0,0,88.22,1934.12,1
Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Yes,4902,Thermal,92274,"33.53604, -116.119222",33.53604,-116.119222,80,No,No,No,0,Offer E,35.09,17,No,No,No,0,20,35.09,130.39,2
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,Yes,4221,Adelanto,92301,"34.667815, -117.536183",34.667815,-117.536183,22,Yes,Yes,Yes,3,None,46.27,0,No,No,No,0,0,2822.47,4005.02,3
Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,Yes,2887,Apple Valley,92307,"34.55082, -117.122396",34.55082,-117.122396,49,No,No,No,0,None,11.12,14,No,No,Yes,0,0,133.44,652.34,3
Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,Yes,4105,Crestline,92325,"34.248061, -117.29028",34.248061,-117.29028,20,Yes,No,No,0,None,10.7,71,Yes,No,Yes,0,0,642,7038.45,2
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,Yes,2792,Daggett,92327,"34.875144, -116.821698",34.875144,-116.821698,54,No,No,No,0,Offer E,29.78,13,No,No,Yes,0,0,29.78,99.33,1
Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes,5201,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376,58,No,Yes,Yes,1,Offer C,16.85,13,Yes,No,Yes,0,0,471.8,2698.9,1
Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,Yes,4417,Lucerne Valley,92356,"34.508417, -116.856103",34.508417,-116.856103,21,Yes,Yes,Yes,3,Offer E,9.56,48,Yes,No,Yes,0,0,38.24,424.14,1
Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,Yes,2031,Lytle Creek,92358,"34.238162, -117.534306",34.238162,-117.534306,61,No,No,No,0,None,47.03,2,Yes,No,No,0,10,329.21,1012.46,1
Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,Yes,4498,Phelan,92371,"34.441123, -117.537886",34.441123,-117.537886,60,No,Yes,Yes,3,Offer D,19.05,27,Yes,No,Yes,0,0,247.65,982,1
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55,55,Yes,4877,Redlands,92373,"34.003243, -117.138286",34.003243,-117.138286,25,Yes,No,No,0,None,47.22,53,Yes,No,Yes,0,0,47.22,102.22,1
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,5980,Rialto,92377,"34.156758, -117.404686",34.156758,-117.404686,52,No,Yes,No,0,None,21.91,8,No,No,Yes,0,0,21.91,96.61,1
Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,Yes,4418,Running Springs,92382,"34.186211, -117.07683",34.186211,-117.07683,52,No,No,No,0,Offer C,49.3,20,No,No,Yes,0,0,1183.2,3044.7,1
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,Yes,4192,Tecopa,92389,"35.824572, -116.274755",35.824572,-116.274755,61,No,No,No,0,None,31.09,11,Yes,Yes,Yes,0,0,155.45,608.85,1
Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69,994.8,Yes,5671,Victorville,92392,"34.486835, -117.362274",34.486835,-117.362274,40,No,No,No,0,Offer D,4.67,28,No,No,Yes,0,0,70.05,1064.85,1
Female,0,Yes,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145,Yes,4926,Wrightwood,92397,"34.358321, -117.618263",34.358321,-117.618263,28,Yes,Yes,Yes,3,None,0,58,Yes,No,No,0,140,0,2285,1
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,Yes,2879,San Bernardino,92401,"34.105935, -117.2914",34.105935,-117.2914,32,No,Yes,Yes,1,None,32.32,25,No,No,Yes,0,0,258.56,938.61,1
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,2814,San Bernardino,92410,"34.106922, -117.297553",34.106922,-117.297553,32,No,No,No,0,None,14.02,2,No,No,Yes,0,0,14.02,88.37,1
Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,Yes,4263,Riverside,92503,"33.890046, -117.455583",33.890046,-117.455583,28,Yes,Yes,Yes,1,None,9.79,41,No,No,Yes,0,0,19.58,158.98,1
Male,0,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,Yes,3099,Riverside,92506,"33.930931, -117.361788",33.930931,-117.361788,51,No,No,No,0,Offer D,0,16,Yes,No,Yes,0,0,0,903.6,3
Female,1,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,Yes,4099,Riverside,92509,"34.004379, -117.447864",34.004379,-117.447864,77,No,No,No,0,Offer E,0,26,No,No,Yes,0,0,0,131.05,2
Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,Yes,2538,March Air Reserve Base,92518,"33.888323, -117.277533",33.888323,-117.277533,49,No,No,No,0,Offer D,16.07,14,Yes,No,Yes,0,0,192.84,1431.29,1
Female,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,Yes,2666,Hemet,92544,"33.644585, -116.871544",33.644585,-116.871544,77,No,No,No,0,None,48.73,12,No,No,No,0,80,974.6,2837,1
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,Yes,3715,Homeland,92548,"33.761894, -117.120868",33.761894,-117.120868,49,No,Yes,Yes,4,None,18.79,19,Yes,Yes,Yes,0,0,37.58,205.08,2
Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,Yes,5032,Idyllwild,92549,"33.755039, -116.741796",33.755039,-116.741796,64,No,Yes,Yes,1,None,36.12,23,No,Yes,Yes,0,0,216.72,719.57,3
Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,Yes,5273,Moreno Valley,92557,"33.970661, -117.255039",33.970661,-117.255039,72,No,Yes,Yes,4,Offer E,45.76,22,No,No,Yes,0,0,228.8,563.6,1
Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,Yes,3492,Murrieta,92563,"33.581045, -117.14719",33.581045,-117.14719,55,No,No,No,0,None,35.58,8,Yes,Yes,Yes,0,0,1423.2,5555.15,1
Female,1,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,Yes,4517,Perris,92571,"33.828289, -117.201666",33.828289,-117.201666,80,No,Yes,Yes,2,None,7.02,25,No,No,Yes,0,0,189.54,2118.89,1
Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,Yes,2115,Sun City,92586,"33.707483, -117.200006",33.707483,-117.200006,47,No,No,No,0,Offer D,27.61,23,No,No,Yes,0,0,635.03,2393.63,1
Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480,Yes,2568,Sun City,92587,"33.69887, -117.25071",33.69887,-117.25071,22,Yes,Yes,Yes,2,Offer C,23.09,52,Yes,No,No,0,20,785.06,4285.06,3
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85,85,Yes,5679,Irvine,92612,"33.643095, -117.810896",33.643095,-117.810896,51,No,No,No,0,Offer E,30.52,30,Yes,No,Yes,0,0,30.52,115.52,3
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,Yes,2966,Lake Forest,92630,"33.644849, -117.684254",33.644849,-117.684254,33,No,No,No,0,Offer D,5.92,11,No,No,Yes,0,0,59.2,893.3,3
Male,0,No,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597,Yes,4856,Huntington Beach,92646,"33.666301, -117.969501",33.666301,-117.969501,52,No,No,No,0,Offer D,0,17,No,Yes,Yes,0,0,0,597,3
Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266,Yes,3364,Huntington Beach,92648,"33.679659, -118.016195",33.679659,-118.016195,29,Yes,Yes,Yes,5,Offer C,40.25,19,No,No,Yes,0,0,1569.75,4835.75,1
Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,Yes,5974,Newport Beach,92661,"33.601309, -117.902304",33.601309,-117.902304,31,No,No,No,0,Offer C,1.49,21,No,No,Yes,0,0,47.68,2643.83,1
Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,Yes,2744,Santa Ana,92701,"33.748478, -117.858918",33.748478,-117.858918,44,No,No,No,0,Offer C,10.49,17,Yes,No,Yes,0,0,367.15,3894.75,3
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,Yes,5170,Santa Ana,92707,"33.714829, -117.872941",33.714829,-117.872941,50,No,Yes,Yes,2,None,26.15,7,Yes,No,No,0,100,1464.4,7178.85,2
Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19,233.55,Yes,3535,Anaheim,92805,"33.830209, -117.906099",33.830209,-117.906099,48,No,Yes,Yes,1,Offer D,19.48,0,No,No,No,0,0,233.76,467.31,1
Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,Yes,3244,Anaheim,92806,"33.83796, -117.870494",33.83796,-117.870494,28,Yes,No,No,0,None,4.13,51,No,No,Yes,0,0,4.13,79.43,1
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,Yes,5808,Anaheim,92807,"33.848733, -117.788357",33.848733,-117.788357,74,No,No,No,0,None,48.35,24,No,No,Yes,0,0,193.4,539.6,1
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,Yes,4880,Brea,92823,"33.924143, -117.79387",33.924143,-117.79387,68,No,No,No,0,None,45.81,21,No,No,Yes,0,0,45.81,131.51,1
Female,0,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,Yes,5670,Norco,92860,"33.925833, -117.559639",33.925833,-117.559639,52,No,No,No,0,Offer D,36.24,30,No,Yes,Yes,0,0,434.88,1148.63,1
Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,Yes,4196,Yorba Linda,92887,"33.884073, -117.732197",33.884073,-117.732197,78,No,Yes,Yes,3,Offer B,18.39,28,No,No,Yes,0,0,1195.35,7981.75,1
Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,Yes,2573,Ventura,93001,"34.360261, -119.306383",34.360261,-119.306383,32,No,Yes,Yes,1,Offer E,0,9,No,No,No,0,10,0,258.95,2
Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65,663.05,Yes,3983,Ventura,93003,"34.279221, -119.221437",34.279221,-119.221437,20,Yes,Yes,Yes,1,Offer E,6.35,69,No,Yes,Yes,0,0,57.15,720.2,1
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20,137.6,Yes,4479,Port Hueneme,93041,"34.110124, -119.100972",34.110124,-119.100972,27,Yes,No,No,0,Offer E,16.04,0,No,No,No,0,0,112.28,249.88,3
Male,1,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,Yes,5059,Summerland,93067,"34.420998, -119.60137",34.420998,-119.60137,75,No,Yes,Yes,3,Offer B,22.92,14,No,No,Yes,0,0,1123.08,5670.33,2
Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,Yes,2728,Santa Barbara,93101,"34.419203, -119.710008",34.419203,-119.710008,77,No,Yes,Yes,1,Offer B,14.52,5,No,Yes,Yes,0,0,624.36,5312.26,2
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,Yes,5720,Santa Barbara,93110,"34.437945, -119.77191",34.437945,-119.77191,20,Yes,Yes,Yes,7,None,34.14,26,Yes,No,Yes,0,0,2219.1,9204.75,1
Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,Yes,6268,Alpaugh,93201,"35.869626, -119.498771",35.869626,-119.498771,80,No,Yes,No,0,Offer B,48.8,12,No,No,Yes,0,0,2732.8,8527.45,1
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,Yes,3573,Armona,93202,"36.315979, -119.710852",36.315979,-119.710852,26,Yes,Yes,Yes,1,Offer D,2.02,82,Yes,No,No,0,100,20.2,975.5,3
Female,0,Yes,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,Yes,2152,Avenal,93204,"35.916943, -120.129921",35.916943,-120.129921,57,No,Yes,Yes,3,None,37.25,20,No,No,Yes,0,0,1601.75,4101.05,2
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,Yes,4996,Bodfish,93205,"35.523991, -118.400432",35.523991,-118.400432,38,No,No,No,0,Offer E,42.46,27,Yes,No,Yes,0,0,42.46,132.01,2
Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,Yes,5604,Camp Nelson,93208,"36.057458, -118.591951",36.057458,-118.591951,75,No,Yes,Yes,7,None,5.31,10,Yes,No,Yes,0,0,106.2,2005.85,1
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,2295,Coalinga,93210,"36.186867, -120.387793",36.186867,-120.387793,57,No,No,No,0,Offer E,5.55,13,No,No,Yes,0,0,5.55,51.25,3
Female,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,Yes,2065,Delano,93215,"35.772244, -119.209689",35.772244,-119.209689,69,No,No,No,0,None,47.47,19,Yes,No,Yes,0,0,94.94,256.44,2
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,Yes,2876,Earlimart,93219,"35.858054, -119.305858",35.858054,-119.305858,30,No,No,No,0,None,26.26,30,No,No,Yes,0,0,78.78,301.08,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,Yes,3860,Exeter,93221,"36.301689, -119.018233",36.301689,-119.018233,23,Yes,No,No,0,Offer E,22.16,47,No,No,No,0,10,22.16,106.76,3
Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,Yes,5432,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,74,No,No,No,0,None,27.95,0,No,No,No,0,0,223.6,387.9,2
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,Yes,2362,Huron,93234,"36.217864, -120.080117",36.217864,-120.080117,40,No,Yes,Yes,2,Offer E,15.14,0,No,No,No,0,0,30.28,66.18,3
Female,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,Yes,2038,Kernville,93238,"35.852892, -118.397782",35.852892,-118.397782,48,No,No,No,0,Offer E,0,16,No,No,Yes,0,0,0,96.05,2
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,Yes,2323,Lemon Cove,93244,"36.462671, -118.997291",36.462671,-118.997291,52,No,No,No,0,Offer E,7.64,27,No,No,Yes,0,0,15.28,160.43,2
Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,Yes,2864,Lindsay,93247,"36.205465, -119.085807",36.205465,-119.085807,47,No,No,No,0,None,45.4,27,No,No,Yes,0,0,181.6,372.65,1
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,Yes,4838,Maricopa,93252,"34.737031, -119.460557",34.737031,-119.460557,23,Yes,No,No,0,Offer E,32.86,58,No,No,Yes,0,0,32.86,107.91,2
Male,1,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,Yes,5597,Onyx,93255,"35.676978, -118.101378",35.676978,-118.101378,76,No,No,No,0,None,0,18,Yes,No,No,0,30,0,2580.9,2
Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,Yes,3146,Posey,93260,"35.861928, -118.636698",35.861928,-118.636698,19,Yes,No,No,0,Offer E,0,76,Yes,No,Yes,0,0,0,62.25,1
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80,80,Yes,2046,Shafter,93263,"35.490705, -119.286833",35.490705,-119.286833,48,No,Yes,Yes,1,Offer E,35.71,3,Yes,No,Yes,0,0,35.71,115.71,1
Male,1,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.1,Yes,3475,Tipton,93272,"36.047414, -119.344304",36.047414,-119.344304,69,No,No,No,0,None,43.99,27,No,No,Yes,0,0,87.98,179.08,2
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,Yes,4965,Wofford Heights,93285,"35.690535, -118.552784",35.690535,-118.552784,63,No,No,No,0,Offer E,26.52,10,No,No,Yes,0,0,79.56,350.26,3
Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,Yes,3273,Visalia,93292,"36.37559, -119.211689",36.37559,-119.211689,23,Yes,Yes,Yes,1,None,13.54,51,No,No,Yes,0,0,40.62,208.77,1
Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,Yes,4535,Bakersfield,93311,"35.16207, -119.194488",35.16207,-119.194488,54,No,No,No,0,Offer C,26.81,12,No,No,Yes,0,0,670.25,2685.6,2
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,Yes,3556,San Luis Obispo,93405,"35.236549, -120.727344",35.236549,-120.727344,27,Yes,No,No,0,None,38.44,0,No,No,No,0,0,38.44,57.99,2
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,Yes,5640,Lompoc,93436,"34.601055, -120.382917",34.601055,-120.382917,48,No,Yes,Yes,1,None,4.14,30,Yes,No,Yes,0,0,16.56,397.86,3
