,ID,Levy,Prod. year,Leather interior,Mileage,Cylinders,Doors,Wheel,Airbags,Airbags0,Category_Coupe,Category_Goods wagon,Category_Hatchback,Category_Jeep,Category_Microbus,Category_Minivan,Category_Sedan,Category_Universal,Fuel type_CNG,Fuel type_Diesel,Fuel type_Hybrid,Fuel type_LPG,Fuel type_Petrol,Fuel type_Plug-in Hybrid,Gear box type_Automatic,Gear box type_Manual,Gear box type_Tiptronic,Gear box type_Variator,Drive wheels_4x4,Drive wheels_Front,Drive wheels_Rear,merged1,tahmin,real,error,direction,abserror,percentage,abspercentage
4400,45801805,687.0,2010,1,51994,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,14833.86746164496,16571.0,1737.1325383550393,1.0,1737.1325383550393,0.1048296746336998,0.1048296746336998
7521,45810447,730.0,2016,1,66603,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,35292.800825164624,28423.0,-6869.800825164624,-1.0,6869.800825164624,-0.24169865338509744,0.24169865338509744
6193,45637930,761.0,2010,0,114000,4,1,1,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,13023.251474489683,15367.0,2343.7485255103165,1.0,2343.7485255103165,0.1525182875974697,0.1525182875974697
7513,45509281,-215.63901127958587,2009,0,380800,4,1,1,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,12556.277242121778,17249.0,4692.722757878222,1.0,4692.722757878222,0.27205767046659063,0.27205767046659063
1466,38263032,354.45698872041413,2007,0,228000,4,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,17683.101236194216,22577.0,4893.898763805784,1.0,4893.898763805784,0.21676479442821386,0.21676479442821386
15829,45759087,1811.0,2010,1,357246,8,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,33257.16436722393,16308.0,-16949.16436722393,-1.0,16949.16436722393,-1.0393159410855979,1.0393159410855979
5538,45694915,221.0279887204141,2013,0,216386,6,1,1,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16385.03591763352,21330.0,4944.964082366481,1.0,4944.964082366481,0.23183141501952562,0.23183141501952562
7287,45763250,119.91298872041412,2012,0,177120,4,1,1,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,9686.013907817625,20385.0,10698.986092182375,1.0,10698.986092182375,0.5248460187482156,0.5248460187482156
4121,45797278,687.0,2010,1,157730,4,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,14482.997221386715,10986.0,-3496.997221386715,-1.0,3496.997221386715,-0.31831396517264837,0.31831396517264837
3797,45732830,707.0,2011,1,91678,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,17659.546764314997,13495.0,-4164.546764314997,-1.0,4164.546764314997,-0.3085992415201924,0.3085992415201924
7255,45788463,1211.0,2010,1,94000,6,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,22381.18375622311,21326.0,-1055.1837562231085,-1.0,1055.1837562231085,-0.049478746892202406,0.049478746892202406
12252,45804221,694.0,2014,1,122172,4,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,24319.54301011433,47120.0,22800.45698988567,1.0,22800.45698988567,0.48388066616905073,0.48388066616905073
8141,45776785,-1390.178011279586,1999,0,26000,6,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,6640.744512254951,6272.0,-368.7445122549507,-1.0,368.7445122549507,-0.05879217351003678,0.05879217351003678
5429,45767115,-1792.8190112795858,1995,0,0,6,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2461.2849626567004,2509.0,47.71503734329963,1.0,47.71503734329963,0.019017551751016194,0.019017551751016194
6942,45765367,-1633.282011279586,1997,0,111111,4,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4603.798987931326,4000.0,-603.7989879313263,-1.0,603.7989879313263,-0.1509497469828316,0.1509497469828316
10187,45699475,-182.1480112795859,2005,1,71000,6,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,20577.509100216736,17562.0,-3015.5091002167355,-1.0,3015.5091002167355,-0.1717064742180125,0.1717064742180125
6740,45732680,891.0,2016,1,287140,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,16533.266700631957,18817.0,2283.733299368043,1.0,2283.733299368043,0.1213654301625149,0.1213654301625149
14777,45793102,965.0,2009,1,74830,4,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,12921.755126354394,6752.0,-6169.755126354394,-1.0,6169.755126354394,-0.913767050704146,0.913767050704146
14775,38061684,1268.0,2012,0,62000,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14596.182067575108,10663.0,-3933.182067575108,-1.0,3933.182067575108,-0.36886261535919607,0.36886261535919607
1858,45792176,958.7929887204141,2014,1,134131,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,15374.277701404335,28225.0,12850.722298595665,1.0,12850.722298595665,0.45529574131428396,0.45529574131428396
7645,41246840,-1272.6920112795858,2004,0,136000,4,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6554.321134515434,7370.0,815.6788654845659,1.0,815.6788654845659,0.11067555841038886,0.11067555841038886
10439,45805731,-282.8350112795859,2010,1,160000,6,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,17941.01388093625,16621.0,-1320.0138809362506,-1.0,1320.0138809362506,-0.07941843938007645,0.07941843938007645
5213,45415604,321.1799887204141,2009,1,198400,6,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,20166.53627724549,22266.0,2099.46372275451,1.0,2099.46372275451,0.09429011599544193,0.09429011599544193
9505,45812566,781.0,2012,0,10000,6,1,1,16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,18550.425162612704,20385.0,1834.5748373872957,1.0,1834.5748373872957,0.0899963128470589,0.0899963128470589
17179,45805079,707.0,2011,1,185989,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20230.98123379149,17619.0,-2611.981233791488,-1.0,2611.981233791488,-0.1482479842097445,0.1482479842097445
6326,45797182,836.0,2010,1,100000,4,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,16776.655813182486,16091.0,-685.6558131824859,-1.0,685.6558131824859,-0.04261113747949076,0.04261113747949076
17905,45788974,-1557.9540112795858,1998,0,333333,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5063.73745075425,4704.0,-359.73745075424995,-1.0,359.73745075424995,-0.07647479820455994,0.07647479820455994
7885,45805107,707.0,2011,1,191000,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20230.98123379149,17117.0,-3113.981233791488,-1.0,3113.981233791488,-0.18192330629149314,0.18192330629149314
15418,45803622,1024.0,2010,1,71517,4,1,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,17737.819812684334,7317.0,-10420.819812684334,-1.0,10420.819812684334,-1.4241929496630223,1.4241929496630223
18955,45810497,-1608.244011279586,1994,0,270000,4,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2804.117616801268,4234.0,1429.882383198732,1.0,1429.882383198732,0.3377143087384818,0.3377143087384818
8751,45797514,-1847.282011279586,1984,0,90000,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3574.748529550163,2000.0,-1574.7485295501629,-1.0,1574.7485295501629,-0.7873742647750814,0.7873742647750814
8167,45396586,623.2409887204141,2012,1,9600,8,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,31461.1247900978,25089.0,-6372.124790097801,-1.0,6372.124790097801,-0.253980819885121,0.253980819885121
19191,45651422,690.0,2016,1,59858,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,18810.90562664328,11290.0,-7520.905626643282,-1.0,7520.905626643282,-0.6661563885423633,0.6661563885423633
13200,45806471,585.0,2013,1,134400,4,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,18324.03628080707,11917.0,-6407.036280807071,-1.0,6407.036280807071,-0.5376383553584855,0.5376383553584855
13080,45653232,1399.0,2010,1,315270,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11261.075284197063,2509.0,-8752.075284197063,-1.0,8752.075284197063,-3.4882723332790206,3.4882723332790206
16922,45792579,475.0,2012,0,216000,4,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,16201.816994603814,7527.0,-8674.816994603814,-1.0,8674.816994603814,-1.152493290102805,1.152493290102805
367,45757721,308.0,2014,1,132563,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,11020.700938528546,10349.0,-671.7009385285455,-1.0,671.7009385285455,-0.06490491240975413,0.06490491240975413
9235,45815007,781.0,2012,1,200870,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6222.038739947357,4077.0,-2145.0387399473566,-1.0,2145.0387399473566,-0.5261316507106589,0.5261316507106589
5055,45728056,779.0,2013,1,152400,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,11208.856198831305,6115.0,-5093.856198831305,-1.0,5093.856198831305,-0.8330100079854955,0.8330100079854955
16789,45761492,1047.0,2007,0,180000,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,11978.073454167583,14113.0,2134.926545832417,1.0,2134.926545832417,0.15127375794178538,0.15127375794178538
13203,45796948,1024.0,2010,1,328034,4,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,16097.49536430292,16480.0,382.5046356970797,1.0,382.5046356970797,0.023210232748609207,0.023210232748609207
11278,45798473,-953.9390112795859,2000,1,200000,6,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,10102.413963360015,10349.0,246.58603663998474,1.0,246.58603663998474,0.023827039969077663,0.023827039969077663
16234,45794325,-1138.514011279586,1998,0,165000,4,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,10268.67535099618,8624.0,-1644.67535099618,-1.0,1644.67535099618,-0.1907091084179244,0.1907091084179244
16994,45706058,586.0,2012,1,198400,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,12128.511932489342,13291.0,1162.4880675106579,1.0,1162.4880675106579,0.08746430422922713,0.08746430422922713
16899,45655469,746.0,2009,1,173213,4,1,1,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,4550.374622326655,6586.0,2035.6253776733447,1.0,2035.6253776733447,0.3090837196588741,0.3090837196588741
12870,45797501,1091.0,2016,1,145631,4,1,1,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,39381.257320077,43655.0,4273.742679923002,1.0,4273.742679923002,0.09789812575702672,0.09789812575702672
15353,45622646,1850.0,2008,1,218197,6,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,24770.636151242645,10036.0,-14734.636151242645,-1.0,14734.636151242645,-1.4681781736989483,1.4681781736989483
8151,45641365,781.0,2012,1,159379,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8813.671814806034,3136.0,-5677.671814806034,-1.0,5677.671814806034,-1.8104820838029443,1.8104820838029443
9394,45759967,456.0,2015,1,134000,6,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,11214.331638253007,40769.0,29554.668361746993,1.0,29554.668361746993,0.7249299311179326,0.7249299311179326
6150,45757578,-450.61101127958585,2003,1,170000,6,1,1,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,15883.772666301415,15053.0,-830.7726663014146,-1.0,830.7726663014146,-0.05518984031763865,0.05518984031763865
9604,45732952,707.0,2011,1,82309,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,13215.905940013243,7683.0,-5532.905940013243,-1.0,5532.905940013243,-0.7201491526764601,0.7201491526764601
18633,45641622,1172.0,2011,1,90000,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11098.279972338212,44846.0,33747.72002766179,1.0,33747.72002766179,0.7525246404955133,0.7525246404955133
2415,45789863,749.0,2014,1,89920,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,18818.662959669564,18503.0,-315.66295966956386,-1.0,315.66295966956386,-0.0170600961827576,0.0170600961827576
18906,45657133,-1222.4020112795858,1999,1,1111,6,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,8254.0325892557,7840.0,-414.03258925569935,-1.0,414.03258925569935,-0.05281027924179839,0.05281027924179839
16216,45815368,-1323.0890112795857,2004,0,0,4,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6481.948925468536,6899.0,417.0510745314641,1.0,417.0510745314641,0.06045094572133122,0.06045094572133122
14440,45618050,1018.0,2011,1,273186,6,1,1,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9731.838409179196,7997.0,-1734.8384091791959,-1.0,1734.8384091791959,-0.21693615220447615,0.21693615220447615
148,45634898,639.0,2014,1,82392,4,1,1,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,16429.063148556124,1568.0,-14861.063148556124,-1.0,14861.063148556124,-9.477718844742427,9.477718844742427
3160,45638149,333.0,2014,1,124493,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8758.305519717745,4861.0,-3897.3055197177455,-1.0,3897.3055197177455,-0.8017497469075798,0.8017497469075798
9355,45803176,639.0,2014,1,275877,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,11364.687804192503,11604.0,239.31219580749712,1.0,239.31219580749712,0.020623250241942184,0.020623250241942184
8234,45762833,155.0,2015,1,111965,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,9356.95389585668,4547.0,-4809.953895856681,-1.0,4809.953895856681,-1.0578301948222302,1.0578301948222302
10629,45810540,639.0,2014,1,177103,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,24507.054667842807,21739.0,-2768.0546678428072,-1.0,2768.0546678428072,-0.12733127870844138,0.12733127870844138
10286,45621106,1249.0,2017,1,25000,4,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,37412.73278082988,54255.0,16842.26721917012,1.0,16842.26721917012,0.3104279277332987,0.3104279277332987
11250,45776848,988.0,2007,1,216000,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,12511.270282708188,10663.0,-1848.2702827081885,-1.0,1848.2702827081885,-0.17333492288363392,0.17333492288363392
2972,45732733,891.0,2016,1,26729,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,24369.19640467231,20698.0,-3671.1964046723115,-1.0,3671.1964046723115,-0.1773696204789019,0.1773696204789019
7993,45806438,583.0,2011,1,90102,4,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,19061.364570883114,16935.0,-2126.3645708831136,-1.0,2126.3645708831136,-0.12556035257650508,0.12556035257650508
17642,45757248,-1155.313011279586,2005,1,156000,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4860.758094461196,8467.0,3606.2419055388036,1.0,3606.2419055388036,0.42591731493312907,0.42591731493312907
1045,45465142,1079.0,2018,1,38712,4,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,24273.547610499165,9722.0,-14551.547610499165,-1.0,14551.547610499165,-1.4967648231330142,1.4967648231330142
16407,45732819,836.0,2010,1,173177,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,15996.323717426956,12880.0,-3116.323717426956,-1.0,3116.323717426956,-0.2419505991791115,0.2419505991791115
5648,45730283,831.0,2017,1,81348,4,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,39293.804393814105,35610.0,-3683.8043938141054,-1.0,3683.8043938141054,-0.10344859291811585,0.10344859291811585
6105,45647005,1823.0,2018,1,8618,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,24928.663410588884,3293.0,-21635.663410588884,-1.0,21635.663410588884,-6.570198424108376,6.570198424108376
8066,45793492,-1658.6410112795859,1997,0,0,4,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4256.588858903508,3763.0,-493.58885890350757,-1.0,493.58885890350757,-0.13116897658876098,0.13116897658876098
10739,45624822,175.0,2011,0,0,3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12025.787944061827,8624.0,-3401.787944061827,-1.0,3401.787944061827,-0.3944559304338853,0.3944559304338853
9666,45799982,-1474.0660112795858,2001,0,147000,4,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5883.297748898543,5488.0,-395.29774889854343,-1.0,395.29774889854343,-0.07202947319579873,0.07202947319579873
7595,45813261,1714.0,2017,1,21261,6,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,19070.190689507985,45787.0,26716.809310492015,1.0,26716.809310492015,0.5835020706858282,0.5835020706858282
7341,44958482,-1188.804011279586,2003,1,160000,4,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9245.627017212131,8154.0,-1091.6270172121312,-1.0,1091.6270172121312,-0.13387625916263568,0.13387625916263568
9625,45370571,-1255.8930112795858,2001,0,155000,4,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6870.545799456268,7527.0,656.4542005437324,1.0,656.4542005437324,0.08721325900674005,0.08721325900674005
12561,45770566,-1423.669011279586,1999,0,300000,6,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6780.4379967845725,5959.0,-821.4379967845725,-1.0,821.4379967845725,-0.1378482961544844,0.1378482961544844
2783,45794110,2148.0,2010,1,150121,8,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,34954.70219995528,18503.0,-16451.70219995528,-1.0,16451.70219995528,-0.889137015616672,0.889137015616672
1142,45758569,455.4649887204141,2013,1,800,6,1,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,21979.175975634902,23521.0,1541.824024365098,1.0,1541.824024365098,0.06555095550210867,0.06555095550210867
9398,45810946,761.0,2010,1,127061,4,1,1,12,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5586.10796480452,3293.0,-2293.1079648045197,-1.0,2293.1079648045197,-0.6963583251759854,0.6963583251759854
9823,45797920,586.0,2012,0,158080,4,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,16383.078065309437,6586.0,-9797.078065309437,-1.0,9797.078065309437,-1.4875612003202912,1.4875612003202912
7928,45808434,1080.0,2014,1,97106,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,20363.597287893732,3293.0,-17070.597287893732,-1.0,17070.597287893732,-5.183904429970766,5.183904429970766
5240,45759679,-1761.6820112795858,1999,0,1111,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4322.484355396446,2800.0,-1522.4843553964456,-1.0,1522.4843553964456,-0.5437444126415877,0.5437444126415877
18131,44516065,271.0,2014,0,119718,4,1,1,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,16046.113174804701,15994.0,-52.113174804700975,-1.0,52.113174804700975,-0.003258295286026071,0.003258295286026071
11721,45813798,1307.0,2015,1,72608,6,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,16585.06740463878,4861.0,-11724.06740463878,-1.0,11724.06740463878,-2.4118632801149515,2.4118632801149515
4259,43042015,-551.1910112795858,2009,0,160000,6,1,1,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,15705.263182776676,14113.0,-1592.2631827766763,-1.0,1592.2631827766763,-0.11282244616854506,0.11282244616854506
10051,45802365,862.0,2011,1,54862,4,1,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,20339.25755018506,14897.0,-5442.257550185059,-1.0,5442.257550185059,-0.36532574009431823,0.36532574009431823
3787,45808442,-1054.6260112795858,2003,0,184000,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,9338.302269051108,9408.0,69.69773094889206,1.0,69.69773094889206,0.00740834725222067,0.00740834725222067
5360,45526115,-1021.0280112795858,2007,1,198245,5,1,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,8564.433585125109,9722.0,1157.566414874891,1.0,1157.566414874891,0.11906669562588881,0.11906669562588881
1917,45768286,-1312.282011279586,2003,0,140203,16,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,8457.756512352998,7000.0,-1457.7565123529985,-1.0,1457.7565123529985,-0.20825093033614264,0.20825093033614264
7813,45729921,831.0,2017,1,67000,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,44846.777685851564,44134.0,-712.7776858515645,-1.0,712.7776858515645,-0.016150307831865784,0.016150307831865784
2433,45773934,456.0,2015,1,241227,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,9301.857507239796,9722.0,420.1424927602038,1.0,420.1424927602038,0.043215644184345176,0.043215644184345176
13293,45762191,-1658.6410112795859,1995,0,170000,6,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,5095.674264278161,3763.0,-1332.674264278161,-1.0,1332.674264278161,-0.35415207660859976,0.35415207660859976
16802,45789123,-551.1910112795858,2007,1,168000,6,1,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,10567.549798080101,14113.0,3545.450201919899,1.0,3545.450201919899,0.2512187488074753,0.2512187488074753
13997,45792590,2066.135988720414,2006,1,70000,10,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,28544.079717083197,38574.0,10029.920282916803,1.0,10029.920282916803,0.26001763578879045,0.26001763578879045
5009,45491521,690.0,2016,0,50400,4,1,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,24835.753701153724,21953.0,-2882.7537011537243,-1.0,2882.7537011537243,-0.13131479529694,0.13131479529694
15687,45800231,-450.61101127958585,2005,0,155800,4,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,15438.697439486223,15053.0,-385.6974394862227,-1.0,385.6974394862227,-0.025622629342072857,0.025622629342072857
6558,45804673,770.0,2016,1,172858,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,40063.54787698577,32409.0,-7654.547876985773,-1.0,7654.547876985773,-0.2361858704984965,0.2361858704984965
980,45789907,769.0,2011,1,100842,4,1,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,19156.59882546786,12513.0,-6643.59882546786,-1.0,6643.59882546786,-0.5309357328752385,0.5309357328752385
5069,45791600,2703.748988720414,2017,1,71500,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,40003.654909360404,44533.0,4529.345090639596,1.0,4529.345090639596,0.10170761212223735,0.10170761212223735
5422,45555779,1211.0,2010,1,171000,6,1,1,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,29939.075505157834,42337.0,12397.924494842166,1.0,12397.924494842166,0.2928389941385116,0.2928389941385116
11148,45803135,640.0,2013,1,38853,4,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,18989.509251700536,11259.0,-7730.509251700536,-1.0,7730.509251700536,-0.6866070922551324,0.6866070922551324
3716,45730115,528.0,2014,1,133480,4,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,25110.94056329179,24709.0,-401.9405632917915,-1.0,401.9405632917915,-0.016266970063207393,0.016266970063207393
15567,45802899,836.0,2010,1,151000,4,1,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,19288.212914674485,23408.0,4119.787085325515,1.0,4119.787085325515,0.17599910651595674,0.17599910651595674
15289,45816152,220.5999887204141,2008,1,203000,6,0,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,19333.061815721132,21326.0,1992.938184278868,1.0,1992.938184278868,0.09345110120411085,0.09345110120411085
9650,45525662,-618.3870112795859,2012,0,0,4,1,1,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,9974.122376031642,13485.0,3510.8776239683575,1.0,3510.8776239683575,0.2603542917292071,0.2603542917292071
