,ID,approv_in_adv,open_credit,business_or_commercial,loan_amount,term,property_value,income,Credit_Score,LTV,dtir1,tahmin,real,prob,correct,
35644,60646,0,0,1,176500,360,188000,1920,890,93.88297872,30,1,1,0.676794193670986,TRUE,0.419753086419753
61594,86707,0,0,0,116500,180,218000,1980,501,53.44036697,38,0,0,0.49477651369065,TRUE,0.422131147540984
37630,62642,0,0,0,186500,360,228000,1980,502,81.79824561,43,1,0,0.517586159694266,FALSE,0.420408163265306
87635,112837,0,0,1,96500,360,158000,1980,517,61.07594937,43,1,0,0.641505750185624,FALSE,0.41869918699187
109133,134439,0,0,1,56500,360,128000,1980,527,44.140625,54,1,0,0.710055167967277,FALSE,0.417004048582996
100972,126229,0,0,0,106500,360,178000,1980,534,59.83146067,51,1,1,0.800519457166073,TRUE,0.419354838709677
117203,142542,0,0,0,116500,360,128000,1980,538,91.015625,23,1,0,0.659491070827828,FALSE,0.417670682730924
42929,67960,0,0,0,246500,360,398000,1980,558,61.93467337,59,1,1,0.867299598834502,TRUE,0.42
107238,132535,1,0,0,196500,360,278000,1980,564,70.68345324,44,0,0,0.469359695472543,TRUE,0.422310756972112
146096,171535,0,0,0,76500,240,128000,1980,566,59.765625,33,1,0,0.569002894363585,FALSE,0.420634920634921
43004,68035,0,0,0,106500,360,358000,1980,586,29.74860335,30,0,0,0.498400694082389,TRUE,0.422924901185771
14633,39558,0,0,1,66500,360,78000,1980,593,85.25641026,38,1,1,0.708436977864617,TRUE,0.425196850393701
79807,104976,0,0,0,136500,360,158000,1980,595,86.39240506,45,1,0,0.586399286941464,FALSE,0.423529411764706
35838,60840,0,0,1,136500,360,138000,1980,597,98.91304348,32,1,0,0.66423206575282,FALSE,0.421875
5481,30385,0,0,0,156500,360,198000,1980,600,79.04040404,37,0,0,0.495866530551973,TRUE,0.424124513618677
135518,160919,0,0,0,156500,360,288000,1980,617,54.34027778,44,0,0,0.478404550893097,TRUE,0.426356589147287
95475,120709,0,0,1,126500,360,148000,1980,629,85.47297297,41,1,0,0.632559266984511,FALSE,0.424710424710425
106057,131343,0,0,0,186500,360,248000,1980,643,75.2016129,44,1,1,0.505468471539614,TRUE,0.426923076923077
32303,57293,0,0,0,86500,360,118000,1980,647,73.30508475,42,1,0,0.550256779515667,FALSE,0.425287356321839
65857,90984,1,0,0,136500,240,178000,1980,658,76.68539326,43,1,1,0.504872039166547,TRUE,0.427480916030534
34347,59347,0,0,1,96500,360,118000,1980,680,81.77966102,44,1,0,0.612065194622408,FALSE,0.425855513307985
108655,133958,1,0,0,116500,360,118000,1980,693,98.72881356,43,1,0,0.56462227446389,FALSE,0.424242424242424
126007,151385,1,0,0,176500,360,188000,1980,723,93.88297872,49,1,0,0.505755829594135,FALSE,0.422641509433962
144060,169493,0,0,0,176500,360,218000,1980,748,80.96330275,38,1,0,0.50981070039082,FALSE,0.421052631578947
143423,168851,0,0,1,86500,180,118000,1980,748,73.30508475,45,1,0,0.657470004939326,FALSE,0.419475655430712
30881,55865,0,0,0,266500,300,398000,1980,761,66.95979899,11,1,1,0.768592868204805,TRUE,0.421641791044776
88552,113755,1,0,0,226500,360,248000,1980,796,91.33064516,58,1,0,0.758717587844802,FALSE,0.420074349442379
18705,43647,0,0,0,266500,360,378000,1980,823,70.5026455,36,1,1,0.547928385861487,TRUE,0.422222222222222
72083,97224,0,0,1,76500,360,88000,1980,825,86.93181818,34,1,0,0.730002191286177,FALSE,0.420664206642066
44254,69291,0,0,0,156500,360,128000,1980,841,122.265625,48,1,1,0.837271919013135,TRUE,0.422794117647059
83631,108817,0,0,0,76500,360,88000,1980,858,86.93181818,43,1,0,0.682042305729995,FALSE,0.421245421245421
56805,81894,0,0,0,196500,360,328000,1980,861,59.90853659,43,0,0,0.496941316504956,TRUE,0.423357664233577
148047,173493,0,0,0,116500,360,178000,1980,865,65.4494382,34,1,0,0.512409831243788,FALSE,0.421818181818182
36681,61688,0,0,0,166500,360,378000,1980,884,44.04761905,52,1,1,0.82282648849716,TRUE,0.423913043478261
97579,122824,0,0,1,346500,360,478000,2040,537,72.48953975,36,1,1,0.727256482576088,TRUE,0.425992779783394
79515,104684,1,0,0,156500,360,328000,2040,559,47.71341463,57,1,1,0.81988128969538,TRUE,0.428057553956835
93049,118273,0,0,0,166500,360,208000,2040,562,80.04807692,49,1,1,0.522351577011551,TRUE,0.43010752688172
86530,111726,0,0,1,136500,360,178000,2040,574,76.68539326,38,1,0,0.616610852847822,FALSE,0.428571428571429
22882,47842,0,0,0,126500,324,178000,2040,589,71.06741573,49,1,0,0.549849935411003,FALSE,0.427046263345196
4115,29017,0,0,0,96500,300,188000,2040,593,51.32978723,54,1,1,0.826408806932452,TRUE,0.429078014184397
3146,28044,0,0,0,226500,360,218000,2040,595,103.8990826,53,1,0,0.793110982907315,FALSE,0.42756183745583
120799,146155,0,0,1,116500,360,138000,2040,600,84.42028986,23,1,1,0.668175009173984,TRUE,0.429577464788732
119597,144948,0,0,0,126500,360,158000,2040,639,80.06329114,38,1,0,0.517457683331129,FALSE,0.428070175438597
97635,122880,0,0,0,106500,360,138000,2040,641,77.17391304,42,1,0,0.533932245573068,FALSE,0.426573426573427
80336,105509,0,0,0,126500,360,138000,2040,641,91.66666667,42,1,1,0.614212190309081,TRUE,0.428571428571429
44608,69647,0,0,0,206500,360,258000,2040,674,80.03875969,50,1,1,0.790761286298292,TRUE,0.430555555555556
21657,46612,1,0,0,216500,360,488000,2040,676,44.3647541,42,0,0,0.491827871711522,TRUE,0.432525951557093
39536,64558,0,0,0,206500,360,418000,2040,683,49.40191388,43,0,0,0.488890117629654,TRUE,0.43448275862069
43665,68699,0,0,0,146500,360,188000,2040,687,77.92553191,46,1,1,0.510603543214813,TRUE,0.436426116838488
87710,112912,1,0,0,106500,360,138000,2040,708,77.17391304,29,0,0,0.471920882497045,TRUE,0.438356164383562
42343,67371,0,0,1,186500,360,258000,2040,728,72.28682171,45,1,0,0.648996793387919,FALSE,0.436860068259386
31335,56322,0,0,1,136500,360,198000,2040,738,68.93939394,61,1,0,0.742455573278038,FALSE,0.435374149659864
42624,67653,1,0,0,216500,360,298000,2040,753,72.65100671,47,0,0,0.470139834784042,TRUE,0.43728813559322
83934,109120,0,0,0,276500,360,328000,2040,763,84.29878049,50,1,0,0.81252271635242,FALSE,0.435810810810811
59082,84185,0,0,1,186500,360,248000,2040,782,75.2016129,46,1,0,0.639331083960192,FALSE,0.434343434343434
101875,127138,0,0,0,106500,360,228000,2040,789,46.71052632,22,1,0,0.528726706081262,FALSE,0.432885906040268
33464,58455,0,0,0,226500,360,268000,2040,841,84.51492537,50,1,0,0.789116923570512,FALSE,0.431438127090301
88855,114058,0,0,0,146500,360,198000,2040,867,73.98989899,38,0,0,0.494700131110933,TRUE,0.433333333333333
94296,119525,0,0,0,156500,360,468000,2040,870,33.44017094,32,0,0,0.486709526783463,TRUE,0.435215946843854
56415,81502,0,0,0,96500,180,138000,2040,894,69.92753623,54,1,0,0.80550776899231,FALSE,0.433774834437086
25848,50815,0,0,0,106500,360,128000,2100,503,83.203125,37,1,0,0.581781992310078,FALSE,0.432343234323432
45341,70383,0,0,0,176500,360,338000,2100,511,52.21893491,47,0,0,0.47830075486589,TRUE,0.43421052631579
132157,157547,0,0,1,196500,360,248000,2100,518,79.23387097,60,1,1,0.727061690001751,TRUE,0.436065573770492
48168,73219,0,0,1,186500,360,188000,2100,527,99.20212766,48,1,1,0.659950531326108,TRUE,0.437908496732026
21544,46496,0,0,0,326500,360,388000,2100,530,84.14948454,47,1,1,0.638128848630965,TRUE,0.439739413680782
86105,111301,0,0,1,196500,360,238000,2100,533,82.56302521,51,1,1,0.712580056681483,TRUE,0.441558441558442
1840,26733,1,0,0,96500,360,98000,2100,556,98.46938776,48,1,1,0.564479026715239,TRUE,0.44336569579288
34158,59158,0,0,0,156500,360,158000,2100,581,99.05063291,46,1,0,0.619242290953209,FALSE,0.441935483870968
114441,139772,0,0,0,156500,360,188000,2100,587,83.24468085,47,1,0,0.572260804076546,FALSE,0.440514469453376
147510,172955,0,0,0,166500,360,258000,2100,592,64.53488372,37,0,1,0.465957199687308,FALSE,0.439102564102564
112798,138123,1,0,0,286500,360,348000,2100,606,82.32758621,57,1,0,0.800930283893552,FALSE,0.437699680511182
87720,112922,0,0,0,286500,360,408000,2100,616,70.22058824,50,1,1,0.838169961667288,TRUE,0.439490445859873
88638,113841,1,0,0,106500,360,108000,2100,619,98.61111111,53,1,1,0.726841083717806,TRUE,0.441269841269841
117173,142512,0,0,0,166500,180,218000,2100,622,76.37614679,55,1,1,0.836319691627541,TRUE,0.443037974683544
25968,50936,0,0,0,186500,324,258000,2100,626,72.28682171,45,0,0,0.488057617316482,TRUE,0.444794952681388
82095,107275,1,0,0,166500,360,288000,2100,649,57.8125,46,0,0,0.452429588594848,TRUE,0.446540880503145
65287,90413,0,0,0,346500,360,468000,2100,674,74.03846154,53,1,1,0.861152532972571,TRUE,0.448275862068966
17607,42544,1,0,0,206500,240,758000,2100,705,27.24274406,49,1,1,0.524778832078599,TRUE,0.45
21814,46769,1,0,1,136500,360,148000,2100,710,92.22972973,35,1,0,0.588070902724152,FALSE,0.448598130841121
27883,52858,0,0,0,146500,360,158000,2100,711,92.72151899,35,1,1,0.604805609422631,TRUE,0.450310559006211
85489,110682,0,0,0,246500,360,358000,2100,716,68.8547486,49,1,0,0.506462272528454,FALSE,0.448916408668731
136693,162099,1,0,1,106500,180,128000,2100,723,83.203125,42,1,0,0.587133665924995,FALSE,0.447530864197531
15257,40185,0,0,0,86500,360,88000,2100,762,98.29545455,5,1,0,0.782609728001358,FALSE,0.446153846153846
82416,107597,0,0,0,266500,300,258000,2100,764,103.2945736,17,1,1,0.859005469850615,TRUE,0.447852760736196
114342,139673,0,0,1,256500,240,248000,2100,780,103.4274194,35,1,1,0.874718527536523,TRUE,0.44954128440367
22573,47530,1,0,1,166500,360,188000,2100,798,88.56382979,54,1,0,0.724664528922018,FALSE,0.448170731707317
73649,98799,0,0,1,226500,360,258000,2100,839,87.79069767,51,1,0,0.75037977222262,FALSE,0.446808510638298
110362,135676,0,0,0,206500,360,288000,2100,879,71.70138889,47,1,1,0.500365512914151,TRUE,0.448484848484848
38322,63335,0,0,0,186500,324,318000,2100,884,58.64779874,39,0,1,0.470127131931588,FALSE,0.447129909365559
126343,151721,0,0,0,186500,360,278000,2100,888,67.08633094,44,0,0,0.482506454980202,TRUE,0.448795180722892
42397,67425,0,0,0,166500,360,208000,2100,890,80.04807692,41,1,0,0.501847457644447,FALSE,0.447447447447447
13339,38260,0,0,0,166500,360,218000,2100,896,76.37614679,52,1,0,0.808467336176564,FALSE,0.446107784431138
63896,89016,1,0,0,156500,240,338000,2160,506,46.30177515,41,0,0,0.455973582600449,TRUE,0.447761194029851
31042,56028,0,0,0,76500,180,268000,2160,509,28.54477612,36,0,0,0.492848127453021,TRUE,0.449404761904762
83632,108818,0,0,0,236500,360,608000,2160,549,38.89802632,54,1,1,0.831332712800358,TRUE,0.451038575667656
146543,171983,0,0,0,256500,360,268000,2160,556,95.70895522,56,1,0,0.763215868559998,FALSE,0.449704142011834
61343,86453,0,0,0,66500,360,68000,2160,566,97.79411765,31,1,1,0.716740581135324,TRUE,0.451327433628319
83949,109135,1,0,0,156500,360,258000,2160,569,60.65891473,42,0,0,0.444694755271243,TRUE,0.452941176470588
83495,108681,0,0,0,206500,360,638000,2160,573,32.36677116,49,0,0,0.489495319176339,TRUE,0.454545454545455
109383,134693,0,0,0,226500,360,528000,2160,642,42.89772727,44,0,0,0.484831042828529,TRUE,0.456140350877193
124087,149459,0,0,0,176500,360,358000,2160,657,49.30167598,42,0,0,0.474095767789917,TRUE,0.457725947521866
43232,68264,0,0,0,816500,300,1208000,2160,673,67.5910596,14,1,1,0.920411651255663,TRUE,0.459302325581395
71271,96408,1,0,0,166500,360,258000,2160,679,64.53488372,41,0,0,0.44522609783664,TRUE,0.460869565217391
114515,139847,0,0,0,136500,180,218000,2160,685,62.6146789,44,1,0,0.503099117769304,FALSE,0.459537572254335
119422,144773,0,0,0,106500,360,188000,2160,685,56.64893617,46,1,0,0.516617741293275,FALSE,0.45821325648415
139011,164426,1,0,0,116500,360,128000,2160,721,91.015625,51,1,0,0.737290722435384,FALSE,0.456896551724138
62497,87611,0,0,1,126500,360,128000,2160,750,98.828125,54,1,1,0.69516940568781,TRUE,0.458452722063037
108231,133533,0,0,1,96500,360,108000,2160,769,89.35185185,30,1,0,0.723588192394178,FALSE,0.457142857142857
83159,108342,0,0,1,96500,360,108000,2160,785,89.35185185,43,1,0,0.721176075703202,FALSE,0.455840455840456
142894,168320,0,0,0,226500,360,388000,2160,808,58.37628866,48,0,0,0.490805529421289,TRUE,0.457386363636364
52633,77705,0,0,0,306500,360,338000,2160,838,90.68047337,51,1,0,0.814391709924573,FALSE,0.456090651558074
71910,97050,0,0,0,236500,360,248000,2160,842,95.36290323,49,1,0,0.609718476855244,FALSE,0.454802259887006
43316,68349,0,0,0,276500,360,378000,2160,844,73.14814815,49,1,0,0.523658330475133,FALSE,0.453521126760563
111142,136460,0,0,1,136500,360,138000,2220,556,98.91304348,47,1,0,0.661396801401776,FALSE,0.452247191011236
47139,72189,0,0,0,106500,360,208000,2220,573,51.20192308,41,0,0,0.482231620355996,TRUE,0.453781512605042
116099,141435,0,0,1,226500,360,458000,2220,582,49.45414847,53,1,1,0.807822707276183,TRUE,0.455307262569832
58174,83270,0,0,0,196500,360,328000,2220,603,59.90853659,40,0,0,0.471148719571827,TRUE,0.456824512534819
95422,120656,1,0,0,126500,144,168000,2220,611,75.29761905,45,1,0,0.506743428568592,FALSE,0.455555555555556
64524,89645,0,0,1,86500,360,128000,2220,633,67.578125,42,1,0,0.63134763426666,FALSE,0.454293628808864
16091,41021,0,0,0,96500,360,258000,2220,671,37.40310078,47,0,0,0.496558376325208,TRUE,0.455801104972376
111399,136717,0,0,0,246500,360,308000,2220,688,80.03246753,40,1,1,0.514177070093003,TRUE,0.457300275482094
56430,81517,0,0,0,126500,360,138000,2220,713,91.66666667,36,1,0,0.612168355334866,FALSE,0.456043956043956
96251,121487,1,0,0,186500,360,308000,2220,725,60.55194805,38,0,0,0.451178805108966,TRUE,0.457534246575342
22565,47522,0,0,0,186500,360,258000,2220,745,72.28682171,43,0,0,0.48296139959902,TRUE,0.459016393442623
40128,65151,0,0,0,86500,180,178000,2220,750,48.59550562,35,1,0,0.533526257959671,FALSE,0.457765667574932
114493,139825,0,0,0,116500,360,248000,2220,751,46.97580645,43,0,0,0.486431323319324,TRUE,0.459239130434783
7970,32876,0,0,0,116500,360,148000,2220,762,78.71621622,27,1,0,0.549853047691313,FALSE,0.457994579945799
59523,84628,0,0,0,286500,360,478000,2220,769,59.93723849,45,1,0,0.506185111252667,FALSE,0.456756756756757
40946,65973,0,0,0,166500,360,198000,2220,774,84.09090909,44,1,0,0.571222625753759,FALSE,0.455525606469003
110092,135405,0,0,0,106500,360,148000,2220,797,71.95945946,47,1,1,0.52752493611238,TRUE,0.456989247311828
65643,90770,0,0,1,176500,360,178000,2220,810,99.15730337,57,1,0,0.711343446928128,FALSE,0.455764075067024
76051,101208,0,0,0,256500,360,288000,2220,819,89.0625,50,1,1,0.78583745710282,TRUE,0.457219251336898
135418,160819,0,0,0,156500,360,258000,2220,856,60.65891473,36,0,0,0.475739516069014,TRUE,0.458666666666667
46503,71549,0,0,1,76500,360,228000,2220,862,33.55263158,30,1,0,0.643743007013107,FALSE,0.457446808510638
93140,118364,0,0,0,176500,360,178000,2220,889,99.15730337,33,1,0,0.609855565199375,FALSE,0.456233421750663
35418,60420,1,0,0,186500,360,408000,2220,895,45.71078431,44,0,1,0.481966890451926,FALSE,0.455026455026455
25667,50634,0,0,0,176500,360,248000,2280,524,71.16935484,39,0,0,0.486840940675298,TRUE,0.45646437994723
91161,116372,0,0,1,76500,360,58000,2280,542,131.8965517,61,1,1,0.915987689495433,TRUE,0.457894736842105
98672,123919,0,0,0,206500,288,458000,2280,552,45.08733624,45,1,0,0.522255998537368,FALSE,0.456692913385827
129222,154604,0,0,1,106500,360,148000,2280,557,71.95945946,35,1,0,0.628001429580363,FALSE,0.455497382198953
31613,56600,0,0,0,176500,360,188000,2280,577,93.88297872,37,1,0,0.604244189256089,FALSE,0.454308093994778
106736,132026,0,0,1,206500,360,258000,2280,588,80.03875969,44,1,1,0.640889861298297,TRUE,0.455729166666667
10867,35783,0,0,0,146500,240,148000,2280,588,98.98648649,30,1,0,0.646804326212925,FALSE,0.454545454545455
50095,75155,0,0,0,116500,360,188000,2280,623,61.96808511,36,1,0,0.501926456564809,FALSE,0.453367875647668
15654,40583,0,0,0,86500,180,168000,2280,644,51.48809524,39,1,0,0.538907868816012,FALSE,0.452196382428941
14674,39600,0,0,0,86500,360,128000,2280,672,67.578125,28,1,0,0.54764995372548,FALSE,0.451030927835052
145552,170988,0,0,0,126500,180,378000,2280,703,33.46560847,36,1,0,0.505275361057106,FALSE,0.44987146529563
62742,87859,1,0,0,146500,360,178000,2280,713,82.30337079,48,0,0,0.480506005016889,TRUE,0.451282051282051
51233,76298,0,0,1,406500,360,518000,2280,745,78.47490347,57,1,1,0.821329464860252,TRUE,0.452685421994885
81238,106414,1,0,0,126500,360,138000,2280,770,91.66666667,46,1,0,0.506366230752942,FALSE,0.451530612244898
62154,87268,1,0,1,186500,360,208000,2280,781,89.66346154,49,1,1,0.598832286966764,TRUE,0.452926208651399
47617,72667,0,0,0,156500,360,248000,2280,806,63.10483871,36,0,0,0.472328210904752,TRUE,0.454314720812183
20745,45692,0,0,0,426500,360,528000,2280,806,80.77651515,49,1,1,0.624159597768208,TRUE,0.455696202531646
66568,91696,0,0,0,166500,360,298000,2280,819,55.87248322,43,0,0,0.46876812357966,TRUE,0.457070707070707
61924,87038,0,0,0,226500,360,298000,2280,834,76.00671141,41,0,0,0.490228390234206,TRUE,0.458438287153652
8298,33205,1,0,0,226500,360,238000,2280,836,95.16806723,45,0,0,0.499232505957498,TRUE,0.459798994974874
103215,128484,0,0,0,166500,360,208000,2280,859,80.04807692,58,1,0,0.808609029404923,FALSE,0.458646616541353
99621,124873,0,0,0,246500,360,318000,2280,889,77.51572327,42,0,0,0.493887242056435,TRUE,0.46
115339,140673,0,0,1,206500,360,208000,2280,897,99.27884615,48,1,0,0.686191478957732,FALSE,0.458852867830424
66847,91975,1,0,0,256500,360,558000,2340,519,45.96774194,49,0,1,0.490612862860491,FALSE,0.45771144278607
118167,143508,0,0,0,216500,360,288000,2340,533,75.17361111,44,0,0,0.488025944843165,TRUE,0.459057071960298
68313,93443,0,0,1,166500,240,178000,2340,565,93.53932584,41,1,1,0.675221824459266,TRUE,0.46039603960396
10184,35097,0,0,1,106500,324,128000,2340,570,83.203125,49,1,0,0.626514958953386,FALSE,0.459259259259259
67445,92573,1,0,0,136500,240,258000,2340,581,52.90697674,37,0,0,0.464328576135922,TRUE,0.460591133004926
105514,130798,0,0,0,206500,360,538000,2340,593,38.38289963,47,0,0,0.480400299643583,TRUE,0.461916461916462
62887,88005,0,0,0,76500,300,178000,2340,599,42.97752809,22,1,0,0.568158368386441,FALSE,0.46078431372549
111423,136742,0,0,1,66500,360,68000,2340,605,97.79411765,44,1,0,0.752191663488345,FALSE,0.459657701711491
5680,30584,0,0,0,106500,360,208000,2340,617,51.20192308,37,0,0,0.481127119173872,TRUE,0.460975609756098
2261,27156,0,0,1,86500,360,118000,2340,618,73.30508475,54,1,1,0.702005963468725,TRUE,0.462287104622871
53795,78870,1,0,1,176500,360,108000,2340,619,163.4259259,48,1,1,0.906622160523407,TRUE,0.463592233009709
90691,115900,0,0,0,266500,360,338000,2340,655,78.84615385,43,1,0,0.513827199535083,FALSE,0.462469733656174
120544,145898,1,0,0,186500,300,278000,2340,656,67.08633094,42,0,0,0.474526800270189,TRUE,0.463768115942029
125014,150389,0,0,0,146500,180,218000,2340,657,67.20183486,56,1,0,0.823907398048552,FALSE,0.462650602409639
118143,143484,0,0,0,136500,360,258000,2340,676,52.90697674,29,0,0,0.473986156639645,TRUE,0.463942307692308
84286,109473,0,0,0,136500,360,158000,2340,687,86.39240506,44,1,1,0.581994789546887,TRUE,0.465227817745803
68913,94045,0,0,0,706500,300,1068000,2340,723,66.15168539,49,1,1,0.689545021147523,TRUE,0.466507177033493
24846,49809,0,0,1,236500,360,288000,2340,737,82.11805556,48,1,0,0.633314408314296,FALSE,0.465393794749403
69301,94435,1,0,1,146500,360,168000,2340,740,87.20238095,48,1,0,0.577538619347079,FALSE,0.464285714285714
92231,117450,1,0,0,146500,360,218000,2340,777,67.20183486,52,1,0,0.795306480785692,FALSE,0.463182897862233
45344,70386,0,0,0,106500,360,138000,2340,781,77.17391304,41,1,1,0.528262241639688,TRUE,0.464454976303318
56514,81601,1,0,0,156500,360,168000,2340,829,93.1547619,49,1,0,0.51213593863186,FALSE,0.463356973995272
141280,166700,0,0,0,106500,300,278000,2340,853,38.30935252,42,1,1,0.510754948812599,TRUE,0.464622641509434
19856,44800,0,0,0,86500,360,178000,2340,880,48.59550562,31,1,0,0.533061711946522,FALSE,0.463529411764706
123716,149086,0,0,1,166500,360,198000,2340,890,84.09090909,41,1,1,0.633690546881483,TRUE,0.464788732394366
112641,137966,0,0,0,346500,360,708000,2400,502,48.94067797,21,1,1,0.609681283716006,TRUE,0.466042154566745
27507,52482,0,0,0,226500,360,468000,2400,508,48.3974359,43,0,0,0.478569307742544,TRUE,0.467289719626168
69467,94601,1,0,0,126500,360,148000,2400,509,85.47297297,44,0,0,0.488335947242123,TRUE,0.468531468531469
147055,172498,0,0,1,206500,360,258000,2400,516,80.03875969,55,1,0,0.642140644685088,FALSE,0.467441860465116
90828,116037,0,0,1,96500,360,98000,2400,522,98.46938776,32,1,1,0.73512756047004,TRUE,0.468677494199536
